id,allelectrons_Total,density_Total,allelectrons_Average,val_e_Average,atomicweight_Average,ionenergy_Average,el_neg_chi_Average,R_vdw_element_Average,R_cov_element_Average,zaratio_Average,density_Average,Hardness
8470,120,11.206324,10,5,20.32523675,11.52228333,2.876666667,1.716666667,0.893333333,0.496691667,0.89483,6.5
8471,100,7.73466,10,4.8,20.99412653,10.60098,2.828,1.73,0.86,0.49512,0.76025,5.5
8472,108,7.900992,10,4,20.99408622,10.93895,2.495,1.6795,0.896,0.49072,0.7958,6
8473,728,70.098299,7.666666667,3.888888889,13.26123889,11.77037222,2.606111111,1.497222222,0.762222222,0.604317222,0.57713,2.5
8474,100,7.558488,10,4.8,20.3920334,12.04083,2.828,1.625,0.945,0.492736,0.8045,5.5
8475,92,7.242664,20.66666667,4.666666667,47.98568667,9.101866667,2.53,1.88,1.136666667,0.487833333,0.93386,5.8
8476,43,7.441332,8.5,4.5,16.79290975,12.04083,2.6725,1.6325,0.8525,0.439165,0.69519,1.5
8477,0,0,0,0,0,0,2.28,0,0,0,0,2
8478,50,3.253996,10,5.6,20.016938,9.65936,2.904,1.654,0.774,0.49901,0.47413,3
8479,100,7.558488,10,4.8,20.29889263,12.04083,2.755,1.631,0.91,0.492719,0.8059,5.5
8480,126,26.745328,31,5,70.92449475,9.1302,2.308,1.91,1.224,0.45825,6.16352,4.5
8481,64,10.96,32,2,72.2365,8.31996,2.828,2.0975,1.422,0.40338,1.47116,1.8
8482,100,7.73466,10,5,20.25527838,11.026725,2.79,1.6725,0.8525,0.495275,0.86724,7.5
8483,419,34.092963,10.12195122,4.804878049,20.53109825,10.85813171,2.749565217,1.730487805,0.834146341,0.494527073,0.81244,5.5
8484,122,13.747992,12.5,4.8,24.789618,11.100835,2.7845,1.705,0.892,0.49512,1.6334,7
8485,36,0.864995,18,4,37.27215,8.65415,1.99,2.25,1.5,0.48273,0.49925,2
8486,100,7.957992,10,4.8,20.99412653,10.75912,2.884,1.736,0.944,0.498984,0.86737,6
8487,72,5.2309795,8.88,4.444444444,17.99422886,11.47783333,2.934,1.626,0.821666667,0.492719,0.74322,2.5
8488,98,13.89,30.66666667,4.666666667,68.56273,9.159866667,1.95,1.896666667,1.213333333,0.457717333,9.08,6.3
8489,56,6.394996,11,4.666666667,22.71843417,11.65406667,2.96,1.699166667,0.823333333,0.48039,0.53918,3.8
8490,100,20.29466,20,6,40.689515,12.0278,2.225,1.8,0.92,0.486236,2.01939,2.5
8491,106,11.179328,15,4.761904762,31.83430381,10.83402857,2.785714286,1.712857143,0.977142857,0.496559048,1.3459,6.5
8492,176,11.463996,8.88,4.4,16.862138,11.79886,2.805,1.598,0.848,0.499196,0.68199,5.5
8493,144,25.721328,48,4.333333333,150.7221897,11.2843,2.366666667,2.006666667,1.253333333,0.455138333,5.0988,2.3
8494,100,15.43,50,4,117.386335,8.65415,2.295,2.045,1.18,0.42668,7.862,1.5
8495,78,13.512992,15.2,4.8,32.387739,11.5108625,2.828,1.72,0.896,0.48273,2.4836,5.5
8496,36,7.134332,18,4,36.0685,11.2603,2.706666667,1.75,0.92,0.48855,1.47355,4
8497,206,5.815328,9.428571429,4.714285714,19.63691033,11.4348,2.848333333,1.70952381,0.91,0.492799,0.75893,5.8
8498,72,5.401996,10.4,4.8,21.98931204,12.0863,2.828,1.598,0.836,0.59004,0.84019,3.8
8499,146,9.133,10.6,5.6,21.654418,11.79886,2.805,1.656,0.848,0.498984,0.67544,3.5
8500,222,8.505992,8.4,4.8,16.862138,11.33044,2.02,1.542,0.703,0.491224,1.03544,5.5
8501,176,11.354575,8.8,4.8,18.58636114,12.63188,2.8355,1.6795,0.919,0.469015,1.50239,2.8
8502,80,7.73466,10,5,20.25527838,11.026725,2.79,1.6725,0.8525,0.495275,0.67999,5.5
8503,138,18.0384,10.61538462,4.923076923,21.39752143,11.07145385,2.750769231,1.734390244,0.893846154,0.497181538,0.8117,6.3
8504,322,38.214,42.8,3.2,98.3407975,10.63215,2.02,1.9072,1.422,0.40338,6.2105,1.5
8505,108,8.147992,10.8,5,21.654418,11.17714,2.675,1.736,0.91,0.485951,0.85961,6
8506,93,19.382,31.5,4.5,70.92449475,8.12415,1.95,1.91,1.165,0.447985,6.945,3.8
8507,80,7.73466,6.444444444,3.555555556,13.01612833,11.63446667,2.771111111,1.521111111,0.795555556,0.483142222,0.64563,6
8508,68,4.243996,13.6,5.6,29.525338,11.5619,2.764,1.75,0.914,0.486658,0.84233,3.5
8509,61,9.133,18,4,36.0685,8.2366,1.79,2.055,1.39,0.499,1.95335,4
8510,114,12.843328,11.4,4.6,24.5691257,10.89726,2.586,1.682,0.98,0.490376,1.8688,6
8511,30,2.70174775,7.5,4,14.99685963,11.7051,2.79,1.495,0.71,0.6184925,0.62275,4
8512,100,7.502656,10,4.782608696,20.99412653,11.12963415,2.749565217,1.615652174,0.856521739,0.492633793,0.52225,7
8513,107,11.36039975,18.66666667,4.666666667,41.99652,11.79596667,2.768333333,1.717,0.823333333,0.483051667,1.2398,5.5
8514,79,15.593,29.5,4.25,70.92449475,9.65936,1.985,1.88,1.12,0.469715,3.89105,5.5
8515,86,7.442664,11.5,4.666666667,22.41718167,11.29003333,2.746666667,1.716666667,0.816666667,0.49124,0.7901,5.5
8516,64,10.96,22,4,32.059,9.0432,2.24,1.89,1.13,0.475566,2.32089,2
8517,156,21.575328,26,4.666666667,61.19102,11.9482,2.746666667,1.721666667,0.966666667,0.469576667,3.26948,6
8518,50,4.663996,10,4.8,21.06154724,11.5619,2.934,1.688,0.836,0.499196,0.53898,3
8519,28,0.973995,14,4,29.21788464,9.05335,2.455,2.01,1.1,0.47899,1.86705,2
8520,0,0.2714666,0,0,0,0,2.55,0,0,0,0.27146,1.5
8521,100,7.558488,10,4.8,20.29889263,12.04083,2.755,1.631,0.91,0.492719,0.61167,6.5
8522,515,59.271971,11.6,4.3,24.085483,10.745844,2.585,1.631,0.864,0.485063,1.35155,6
8523,246,26.015984,15.2,4.8,33.739258,10.83385,2.727,1.72,0.945,0.489486,1.08889,6
8524,46,9.683996,11.6,4.8,23.231818,11.02384,2.684,1.738,0.946,0.492736,1.85565,6
8525,122,14.485992,12.2,4.8,24.789618,11.11696,2.752,1.754,0.912,0.47907,1.4092,6
8526,66,6.697992,11.6,4.8,22.52187185,11.14446,2.81,1.74,0.86,0.49282,0.86737,5.5
8527,142,2.619982,6.173913043,3.130434783,12.07950261,12.85996087,2.55,1.393478261,0.612173913,0.753207391,0.11391,2.5
8528,78,11.354575,13.66666667,4.666666667,28.97870133,10.77600833,2.636666667,1.686666667,0.98,0.485033333,1.8688,5.8
8529,98,15.041988,9.714285714,5.428571429,19.43653171,10.82381429,2.65,1.612857143,0.861428571,0.486791429,0.85358,6.3
8530,93,20.36,30.66666667,4,68.56273,9.159866667,1.95,1.913333333,1.213333333,0.448826667,9.08,5.3
8531,100,0.7432228,10,4.8,20.29889263,12.04083,2.755,1.631,0.91,0.492719,0.65552,6.5
8532,134,17.59,67,5,167.4,9.01375,2.67,1.93,1.15,0.457615,2.45933,2.5
8533,147,116.129292,50,3.714285714,117.386335,8.916714286,2.279,2.091428571,1.2145,0.437582857,7.6428,2.8
8534,278,26.917984,13.9,4.65,29.68067862,10.599905,2.6495,1.743,0.958,0.486265,2.62853,8.5
8535,136,1.75541175,12.66666667,4.666666667,26.62168667,11.79596667,2.826666667,1.723333333,0.89,0.496183333,1.10402,6.3
8536,100,10.35,50,4,111.599515,8.21315,2.295,2.015,1.36,0.42668,7.66667,2.5
8537,116,8.841328,10,4.666666667,20.02735333,11.35476667,2.82,1.716666667,0.901666667,0.486506667,0.8148,7.8
8538,222,37.776992,31.33333333,4.666666667,75.83935333,9.350333333,2.831666667,1.711666667,1.11,0.478464,5.00311,6
8539,90,11.463996,18,5.6,39.568056,12.0863,2.868,1.5,0.864,0.476196,2.18789,1.5
8540,80,5.60474375,8.888888889,4.444444444,17.89632612,11.93144833,2.684444444,1.593333333,0.815555556,0.546596667,0.75816,5.5
8541,222,38.214,48,4.666666667,111.599515,9.350333333,2.648333333,1.91,1.213333333,0.474655,4.08822,4
8542,100,17.2474855,31.5,4.5,70.92449475,9.65936,1.985,1.9775,1.195,0.469715,6.78667,3.8
8543,116,8.836996,14.6,4.8,29.525338,10.75912,2.572,1.765,0.904,0.460005,1.36058,3.8
8544,144,9.239992,23.5,4.8,54.27403448,10.78917,2.684,1.859,0.974,0.489272,4.8568,3.5
8545,278,8.505992,13.8,4.8,29.68067862,10.9485,2.684,1.682,0.896,0.4867914,1.11239,6
8546,20,11.351332,10,5.6,20.016938,12.04083,2.703,1.908,0.892,0.4957955,0.91318,2
8547,184,27.104328,22.75,4,49.22444938,11.17714,2.675,1.736,0.945,0.47899,1.78823,3
8548,120,7.767992,10,4.75,22.20604333,10.987245,2.495,1.788,0.946,0.481479,1.31786,6.8
8549,126,14.091992,22.5,4.8,53.4902975,11.38881,2.727,1.767,0.944,0.467568,4.57578,2
8550,46,9.133,23,4,48.7195,9.6769,2.115,1.905,1.12,0.47888,4.57578,2.5
8551,224,11.35599,22.2,4.8,49.22444938,11.39211,2.6184,1.702,0.84,0.4978195,1.70155,6.8
8552,86,9.683996,12.6,4.8,24.808518,11.02384,2.805,1.656,0.824,0.491678,1.1521,6
8553,38,7.134332,19,4,40.689515,10.629,2.545,1.855,1.11,0.479405,2.53683,4
8554,110,15.266328,36.66666667,3.666666667,82.59846667,8.504133333,2.81,1.716666667,1.14,0.45159,2.18789,2.3
8555,108,16.676996,27.6,5.2,65.565418,11.43734,2.826,1.7,0.923,0.467568,3.52186,2.5
8556,192,15.43,48,3,111.34115,9.0432,2.135,1.908,1.15,0.4315125,9.08,2.5
8557,100,8.147992,10,4.8,20.29889263,11.50615,2.754,1.742,0.87,0.492719,1.02228,6
8558,30,2.332664,10,5.333333333,20.02735333,11.79596667,2.926666667,1.713333333,0.866666667,0.499506667,0.65552,7
8559,132,23.96,22,4,50.61352,12.04151667,2.146666667,1.746666667,0.92,0.486506667,4.86505,6.3
8560,200,0.97258,10,5,20.99408622,11.33044,2.857,1.60125,0.91,0.492723125,0.67999,5.5
8561,36,8.903332,18,5.166666667,39.98766667,11.22316667,2.225,1.907,0.925,0.487833333,2.17405,6.3
8562,70,7.87674775,10,5,20.016938,11.340425,2.295,1.72375,0.895,0.4957955,1.43926,8.5
8563,68,13.053996,23,4,49.22444938,11.2603,2.115,1.905,1.12,0.47899,4.4815,3.8
8564,64,10.65,32,4,72.2365,9.6769,2.24,1.99,1.18,0.448895,5.325,1.8
8565,92,7.441332,9.2,4.8,18.439538,11.79886,2.805,1.656,0.848,0.499196,0.77755,3.5
8566,77,5.401996,9,5.6,18.48597796,11.719925,2.815,1.62625,0.895,0.485951,0.67922,2.8
8567,99,16.449328,16.66666667,4.5,35.76499111,11.25296667,2.763333333,1.753333333,0.98,0.474655,1.42262,6
8568,242,34.18948,12.6,4.8,24.50301875,10.59066,2.884,1.688,0.88,0.489486,1.96255,6
8569,144,9.874,14.6,4.8,30.341818,12.30176,2.904,1.626,0.768,0.491678,1.04896,2.5
8570,46,9.744,23,4,48.7195,9.01375,2.545,1.9425,1.3,0.479965,4.74,6
8571,100,8.147992,10,4.666666667,20.18539571,10.93895,2.698,1.716666667,0.893333333,0.492736,0.8886,6
8572,96,15.3984,48,4,116.3255,10.39875,2.24,2.015,1.18,0.448895,7.01317,2.3
8573,43,13.053996,11.75,4.25,22.20604333,10.73364,2.655,1.9072,0.926,0.49607,1.12928,5.5
8574,58,11.874,21.83333333,4.666666667,53.05033333,11.49691667,2.926666667,1.753333333,0.966666667,0.487833333,2.58333,6
8575,80,15.751996,32,5.6,90.2267,8.79744,2.884,1.88,1.104,0.448895,6.16352,2.3
8576,122,13.89,12.5,4.8,24.808518,11.17714,2.81,1.74,0.86,0.49282,1.07245,6
8577,122,7.957992,12.8,4.6,24.033618,11.17714,2.752,1.732,0.914,0.49282,1.51422,6
8578,58,1.74316,9,4.666666667,20.76693544,14.16393333,2.756666667,1.556666667,0.866666667,0.485033333,0.53898,5.5
8579,68,9.443996,13.6,4,29.21788464,10.59066,2.495,1.785,0.912,0.474324,2.645,6
8580,106,12.297928,35.36,5.2,82.56124,9.370384,2.298,1.9072,1.2,0.467568,3.59589,2.5
8581,126,9.577996,13.2,4.8,27.188418,10.91369,2.698,1.742,0.848,0.4931925,1.6865,3.8
8582,155,24.587992,17.33333333,4.444444444,37.51688,11.27152222,2.852222222,1.725555556,0.911111111,0.483142222,2.53872,6
8583,126,13.385996,25.2,5.6,58.303418,11.2869,2.308,1.736,0.944,0.467568,2.95748,2.3
8584,74,4.243996,7.4,4.7,15.69310028,12.0034,2.828,1.592,0.693,0.617395,0.59057,2.5
8585,214,40.61,42,5.6,102.82756,9.65936,2.165,1.908,1.165,0.45877,5.325,2.5
8586,80,7.73466,10,5,20.25527838,11.026725,2.79,1.6725,0.8525,0.495275,0.7901,7.5
8587,196,14.675,32.5,3.5,70.86454625,10.13144,2.368,1.904,1.184,0.466938,6.675,1.8
8588,92,7.957992,10.2,4.8,20.833018,10.9485,2.687,1.7795,0.946,0.4957955,0.75816,6.8
8589,46,9.133,23,4,48.7195,9.8771,2.115,1.905,1.12,0.47888,4.44055,1.8
8590,79,12.421,19.75,4.25,39.466738,8.31996,2.295,1.855,1.11,0.4442925,1.05605,3.8
8591,50,4.243996,10,4.8,20.21334878,11.33044,2.706,1.678,0.892,0.499514,0.74774,6
8592,120,20.855328,10,5,20.32523675,11.49691667,2.953333333,1.711666667,0.911666667,0.472266667,0.97737,6
8593,208,17.2474855,9.4,4.4,18.78740068,10.937914,2.684,1.6795,0.837,0.5570996,0.68199,6
8594,43,7.87674775,10.75,3.75,22.212725,12.18425,2.7275,1.545,0.71,0.49954,0.69605,5.3
8595,362,33.205655,10.6,4.8,21.654418,11.17714,2.884,1.736,0.926,0.498454,0.97761,6
8596,46,7.558488,12,4.8,24.033618,10.59988,2.675,1.736,0.944,0.499196,1.96919,5
8597,46,6.88374375,10.11111111,3.777777778,15.72921231,13.47783333,2.656111111,1.526111111,0.723333333,0.603461111,0.44035,2
8598,100,7.558488,10,4.8,20.077018,11.50615,2.644,1.678,0.892,0.4957955,0.81244,2.5
8599,61,13.89,19.75,4,39.568056,9.08885,2.24,1.9,1.1925,0.477665,2,2.5
8600,58,9.143996,11.2,4.8,23.170338,12.0863,2.94,1.662,0.782,0.49512,1.66969,3
8601,50,5.401996,9.8,4.8,19.63303418,12.0034,2.828,1.682,0.836,0.49607,1.09628,4.5
8602,112,22.707,20.2,5,47.31542253,11.7051,2.684,1.907,0.956,0.467304,3.26959,6
8603,196,61.142464,27.6,4.4,64.16507004,11.509916,2.6184,1.699,0.88,0.478464,4.49372,4.5
8604,150,20.415992,15.6,4.4,33.739258,11.06572,2.572,1.794,0.96,0.478464,2.04102,2.5
8605,112,13.35,22.4,5.6,53.441338,9.65936,2.368,1.91,1.184,0.466938,2.37558,2
8606,90,7.7361595,8.181818182,5.090909091,17.89632612,12.08220909,2.620909091,1.640909091,0.841818182,0.48348,1.00669,6.5
8607,131,13.925328,21.83333333,4,47.31542253,12.08226,2.824,1.763,0.831666667,0.474324,4.52989,3
8608,163,18.20589925,18.75,4.125,41.86192313,10.9485,2.7845,1.86625,0.9825,0.482641875,2.6772,2.3
8609,30,4.075328,10,4.666666667,20.29889263,11.15986667,2.746666667,1.716666667,0.893333333,0.48752,0.8506,6.5
8610,126,15.266328,20.66666667,4.666666667,46.44374833,11.63995,2.901666667,1.754444444,0.966666667,0.476711667,2.65644,6
8611,46,8.947992,23,4,48.7195,10.347,2.2225,1.88,1.14,0.479965,4.57578,2.5
8612,163,31.69848,27.16666667,5,66.44510444,11.756,2.831666667,1.718333333,0.931666667,0.477554667,4.7232,3.5
8613,36,8.903332,18,4,37.346215,10.629,2.675,1.745,0.945,0.48855,1.3459,5.5
8614,146,17.053984,22.66666667,4.5,54.27519833,11.55673333,2.828333333,1.97,1.16,0.45159,2.34255,4.8
8615,120,8.831328,10,5.333333333,20.18539571,10.93835833,2.636666667,1.781666667,0.88,0.49111,0.84313,5.5
8616,630.2,64.795296,12.26984127,4.343324251,25.02963154,10.87981564,2.620008885,1.81960218,1.011052865,0.490174131,1.3748,4.5
8617,72,4.9568275,7.4,4.2,14.610803,12.39211,2.77,1.551,0.708,0.598245,0.49568,2.8
8618,90,6.07141175,9,4,19.705225,12.20004,2.795,1.542,0.703,0.58966,0.62275,3.8
8619,30,2.332664,10,5.333333333,20.32523675,11.82415,2.926666667,1.74,0.823333333,0.499404,0.67999,4.8
8620,232,17.053984,11.3,4.8,22.52187185,11.17714,2.66,1.794,0.925,0.491678,0.59761,6.8
8621,170,23.907992,18.55555556,4.666666667,41.609136,11.29683333,2.938888889,1.751111111,0.984444444,0.490901111,1.36305,6
8622,74,12.417996,12.4,4.6,24.50301875,10.59066,2.825,1.626,0.768,0.493032,1.69886,5
8623,61,9.683996,11.6,4.8,23.09969493,11.06572,2.675,1.905,0.905,0.48827,1.89676,5.5
8624,66,13.892964,33.5,3.5,71.6571,8.71425,2.24,1.99,1.22,0.45877,6.17571,2.5
8625,58,11.874,19.33333333,4.666666667,39.98766667,9.5408,2.33,1.8,1.193333333,0.48273,1.96919,3.8
8626,76,15.604,31,4,70.92449475,9.152733333,1.98,1.9,1.18,0.448895,5.48,2.5
8627,74,6.697992,7.4,3.1,14.99685963,12.04083,2.72,1.7,0.71,0.492736,0.75816,2.5
8628,176,17.623984,9.2,4.8,18.439538,11.9389125,2.684,1.652,0.865,0.5566228,0.70329,5.5
8629,116,7.87674775,11.4375,4.625,23.56094958,10.99474063,2.6340625,1.791875,0.94625,0.4957955,1.23121,5.5
8630,250,34.18948,12.3,4.6,25.077338,11.43734,2.684,1.743,0.87,0.49607,1.08889,6.3
8631,128,20.415992,12.8,4.8,26.385218,11.38168,2.81,1.74,0.86,0.49282,1.03544,2.5
8632,108,19.382,10,4.8,20.077018,11.64556,2.706,1.714,0.882,0.498454,1.8688,6
8633,146,11.616572,13.27272727,5.090909091,28.90865938,12.12200909,2.702272727,1.702272727,0.874545455,0.4893,1.38697,4.5
8634,235,36.025984,39.5,4,95.225235,12.63188,2.045,1.93,1.2,0.4628675,9.08,2.5
8635,150,9.577996,10,4.8,20.29889263,11.11696,2.752,1.754,0.944,0.492719,0.68988,6
8636,82,13.89,41,4,95.225235,9.08885,2.28,1.94,1.2,0.437,2.2928,3.8
8637,72,11.35441075,12,5,24.55618878,10.999625,2.7635,1.678,0.8925,0.485063,1.12928,8.1
8638,95,17.593,31.66666667,4.333333333,70.83746667,9.085316667,2.18,1.943333333,1.203333333,0.46498,6.78667,5.3
8639,86,4.542664,14.33333333,5.333333333,30.61252,11.48846667,2.706666667,1.771666667,0.933333333,0.481071667,0.82747,6.5
8640,107,11.624328,10.7,4.7,21.98931204,11.0881,2.502,1.708,0.951,0.485951,1.1521,5.8
8641,30,2.332664,10,4.666666667,20.02735333,11.13986667,2.636666667,1.742,0.806666667,0.499506667,0.94127,6
8642,114,13.512992,11.6,4.8,24.75087845,10.93895,2.687,1.687,0.84,0.49196,1.41194,5.8
8643,36,8.70666,18,4,37.27215,8.2366,1.79,2.055,1.39,0.499,1.22915,9
8644,100,15.55,50,4,117.386335,9.01375,2.295,2.015,1.36,0.42668,7.775,1.8
8645,92,25.494,22.8,4.8,49.204038,11.64556,2.644,1.736,0.944,0.499514,2.78022,6
8646,466,30.342299,8.28185907,3.739130435,16.49266669,12.08081019,2.67826087,1.481424288,0.665967016,0.644225652,0.37005,1.5
8647,92,7.900992,9.2,4.8,18.439538,11.79886,2.703,1.698,0.866,0.49111,0.6795,6.8
8648,144,22.908309,14.4,5.2,31.20491705,10.78917,2.684,1.859,0.923,0.489272,3.87311,3.8
8649,36,8.903332,18,4,37.346215,11.64556,2.675,1.745,0.905,0.48855,2.45933,5.5
8650,20,0.97258,10,4,20.99408622,11.28095,2.455,1.87,1.1,0.476095,0.88024,2.3
8651,322,38.214,64.4,5.28,160.15216,9.370384,2.298,1.904,1.224,0.40338,6.16352,1.5
8652,100,5.62148,10,5,20.21334878,11.95216,2.836,1.72656,0.914,0.495736,0.80479,5.5
8653,90,9.93196,18,4.8,39.568056,11.38168,2.684,1.711,0.908,0.477665,1.68467,5
8654,68,9.239992,13.2,5,29.568292,10.75912,2.884,1.736,0.912,0.48273,1.86069,6
8655,126,20.807992,24.44444444,4.666666667,53.441338,11.27649556,2.746666667,1.74,0.96,0.478705,4.11583,6
8656,96,7.44274775,12,4.5,24.50301875,11.70255,2.65,1.6725,0.8525,0.49463625,0.73425,6.3
8657,80,7.134332,10,5,20.25527838,11.026725,2.79,1.6725,0.8525,0.495275,1.85225,6.3
8658,108,36.13539175,36,2.666666667,87.21480105,8.504133333,2.98,1.943333333,1.026666667,0.46586,7.7439,2.3
8659,75,15.604,25,4.333333333,54.27519833,9.350333333,2.14,1.896666667,1.16,0.46833,2.37558,5.8
8660,100,5.625328,5.75,3.75,10.93022354,9.273855,2.77,1.545,0.71,0.492736,0.40528,1.8
8661,92,4.243996,9.2,4.8,18.60817185,12.0863,2.828,1.698,0.936,0.4957955,0.53918,3.8
8662,90,11.463996,18,5.6,39.568056,11.17714,2.868,1.736,0.864,0.476196,2.6772,1.5
8663,58,11.35599,11.6,4.8,23.231818,10.60098,2.774,1.82,0.882,0.49282,1.0047,5
8664,114,26.092,24.4,5.6,53.356,9.347,2.308,1.908,1.2,0.467568,3.87311,2
8665,80,7.73466,10,5,20.25527838,11.026725,2.79,1.6725,0.8525,0.495275,0.74015,6.3
8666,131,26.962328,21.91666667,4.666666667,50.53794033,11.29003333,2.976666667,1.716666667,0.893333333,0.473696667,2.34255,6
8667,120,23.576975,12,4.8,24.085483,11.38168,2.81,1.74,0.86,0.49282,1.22915,6
8668,60,7.87674775,10,3.2,22.212725,12.18425,2.845,1.545,0.91,0.61443,1.00669,1.5
8669,116,7.957992,11.6,4.8,24.808518,11.17714,2.675,1.736,0.926,0.489272,1.79976,6
8670,156,21.575328,26,4.666666667,61.19102,11.49691667,2.953333333,1.716666667,0.911666667,0.472266667,3.52072,3
8671,64,8.147992,12.8,4.8,24.808518,11.38168,2.81,1.74,0.92,0.49282,1.57191,6
8672,572,75.098979,10.70714286,4.707142857,22.40656086,10.84397143,2.604285714,1.734285714,0.904285714,0.515317679,0.75193,5.5
8673,459,32.400563,9.18,4.3,18.54653572,11.509916,2.585,1.6994,0.8808,0.534001,0.56731,6
8674,93,20.22332,31.66666667,4,69.592128,9.01375,2.33,1.913333333,1.363333333,0.41692,1.027,5.8
8675,46,7.87674775,6,3.75,11.72929078,13.040525,2.7275,1.545,0.71,0.7425375,0.13389,4
8676,50,4.073996,10,4.8,20.077018,11.33044,2.706,1.678,0.892,0.498454,0.8488,3.5
8677,131,4.542664,21.83333333,4.333333333,51.25268667,11.49691667,2.871666667,1.7,0.893333333,0.484473333,0.86102,5.5
8678,36,8.841328,18,4,37.346215,10.629,2.675,1.745,0.905,0.48855,0.86684,5.5
8679,74,14.485992,13.6,4.4,29.525338,12.2477,2.865,1.7,0.945,0.467304,2.17405,2.5
8680,74,14.883996,14.8,4.4,31.5746356,11.14446,2.684,1.732,0.9,0.482036,1.27478,6.3
8681,42,6.697992,12.5,4,24.808518,11.7051,2.6796,1.747,0.848,0.492719,1.61291,6
8682,50,5.203996,10,4.8,20.016938,11.33044,2.706,1.678,0.892,0.498454,1.6865,4.3
8683,62,4.075328,12.66666667,4.333333333,26.02493544,11.2347,2.831666667,1.726666667,0.92,0.480008333,1.02228,5.5
8684,141,21.8334,23,4.8,54.27519833,11.65406667,2.831666667,1.711666667,0.92,0.473746667,3.958,5.8
8685,122,13.385996,12.2,5,24.808518,11.14446,2.805,1.542,0.865,0.492736,1.2645,6.5
8686,38,1.55316,12.66666667,5.333333333,26.02493544,13.65293333,2.986666667,1.75,0.96,0.482156667,1.11572,4
8687,144,17.59,48,4,116.3255,10.39875,2.295,1.9,1.3,0.448895,6.675,2.5
8688,96,7.767992,12,4.8,24.033618,11.0881,2.48,1.705,0.88,0.491604,1.50921,6
8689,150,15.43,30.1,5.2,67.9394,11.33182,2.884,1.728,0.944,0.467568,3.52186,2.8
8690,76,11.463996,12.2,4.4,25.077338,12.0863,2.58,1.712,0.956,0.474714,1.24952,5
8691,80,3.55,7.5,4,14.99685963,11.7051,2.6725,1.495,0.71,0.6184925,0.67922,1.5
8692,90,7.87674775,5.75,3.75,11.72929078,13.040525,2.7275,1.545,0.71,0.61443,0,3
8693,108,8.147992,10,4.6,20.29889263,11.0881,2.495,1.695,0.896,0.492736,0.7854,5.5
8694,45,2.008328,6.666666667,3.555555556,13.26123889,12.55616667,2.58,1.444444444,0.558333333,0.633069444,0.4325,2.3
8695,126,26.09,31.1,4.8,70.92449475,9.1985,2.44,1.955,1.14,0.4628675,6.16352,5.8
8696,120,14.091992,12,4.8,24.789618,11.2603,2.81,1.7,0.86,0.49282,2.0416,5.5
8697,100,7.604,10,4.8,20.3920334,12.04083,2.904,1.66,0.956,0.492736,0.83076,6
8698,100,7.558488,10,4.8,20.29889263,12.04083,2.755,1.631,0.91,0.492719,0.57713,6.5
8699,136,10.837324,11.33333333,4.666666667,22.84969058,11.40826667,2.753333333,1.761666667,0.966666667,0.483601667,1.7362,5.5
8700,55,9.107996,11,4,22.9889468,11.90972,2.58,1.712,0.956,0.474714,0.99311,5
8701,74,13.551332,14.5,4,31.5746356,10.56518,2.796,1.728,0.88,0.486236,2,6
8702,113,9.77322,11.4,4.8,23.170338,10.78917,2.687,1.736,0.974,0.489272,0.97761,6.5
8703,100,8.505992,10,4.8,20.016938,11.64556,2.55,1.705,0.96,0.490654,1.0608,6
8704,106,13.89,14.6,4.8,31.5746356,11.14446,2.684,1.732,0.864,0.482036,1.8013,6.3
8705,141,20.362,24.66666667,4.666666667,54.27519833,11.65406667,2.806666667,1.716666667,0.911666667,0.473696667,4.28689,6
8706,38,0.864995,18,4,37.27215,8.65415,1.99,1.99,1.5,0.48273,0.5043,2
8707,284,38.844,31.71428571,4.285714286,70.671885,9.0611,1.924285714,1.904285714,1.325714286,0.437582857,5.86433,3.8
8708,114,7.4428315,11.4,4.4,24.033618,11.06572,2.634,1.66,0.96,0.490654,1.49127,6
8709,165,30.189144,13.83333333,4.666666667,26.20264325,10.95855833,2.775,1.725,0.925,0.479689167,0.49717,5.5
8710,214,24.574384,27.6,5.2,65.565418,11.23408,2.828,1.68,0.96,0.467304,3.78486,2
8711,20,0.864995,10,4,20.99408622,8.65415,1.79,2.055,1.39,0.476095,0.4325,2
8712,90,13.35,45,3.75,108.295515,8.71425,2.24,1.99,1.135,0.4315125,6.5225,2
8713,42,1.74316,11,4,22.9889468,11.90972,2.884,1.662,0.792,0.490932,0.60442,4
8714,82,17.46,35.36,5.6,82.56124,9.370384,2.298,1.9072,1.2,0.4618992,3.72067,2.5
8715,86,4.542664,14.33333333,5.166666667,30.55068667,11.13986667,2.806666667,1.716666667,0.92,0.486506667,0.45291,6
8716,106,19.6268275,10.6,3.8,22.111243,12.20004,2.795,1.542,0.703,0.58966,1.36305,3.8
8717,43,12.509324,18.66666667,4.2,41.98391,11.24143333,2.885,1.631,0.943333333,0.491875833,1.08889,2
8718,100,7.4428315,10,4.8,20.29889263,11.47577,2.799,1.7575,0.899,0.490376,0.87554,6.8
8719,116,8.109328,16.8,4.8,36.0685,11.38168,2.81,1.74,0.86,0.49282,1.05428,5.5
8720,98,13.35,49,5,119.6295,8.88835,2.24,1.9,1.2,0.447885,1.95335,2
8721,40,45.3007895,6.666666667,3.676767677,12.77244886,13.51252,2.775252525,1.381919192,0.56040404,0.713936875,0.73671,4
